
CPU State Idle,CPU State Kernel,CPU State User,Current Memory Status,Load Average 15 Minutes,Load Average 1 Minute,Load Average 5 Minutes,Memory Buffers,Memory Cached,Memory Usage Free,Memory Usage Total,Memory Usage Used,Processes Running,Processes Total,VM Free,VM Total
91.05,7.36,1.57,OK,0.37,0.57,0.37,137820,2342240,4380456,8159464,3779008,1,682,0,0
