
Interface Name,Administrative State,Link State,Protocol State,IOD,IP Disabled,Prefix,VRF Name Out
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
