
CPU State Idle,CPU State Kernel,CPU State User,Current Memory Status,Load Average 15 Minutes,Load Average 1 Minute,Load Average 5 Minutes,Memory Buffers,Memory Cached,Memory Usage Free,Memory Usage Total,Memory Usage Used,Processes Running,Processes Total,VM Free,VM Total
87.70,9.62,2.67,OK,0.41,0.47,0.51,98032,5452356,4327804,8159464,3831660,2,688,0,0
